,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
13571,CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",33-0000,Protective service occupations,major,22020,4.0,20.91,43500,6.9,8.55,10.60,19.45,29.14,36.80,17780,22050,40460,60620,76540,2006
13585,CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",35-0000,Food preparation and serving related occupations,major,72240,1.5,9.10,18930,0.7,7.14,7.46,8.25,9.65,12.70,14840,15520,17160,20060,26420,2006
13603,CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",37-0000,Building and grounds cleaning and maintenance occupations,major,26530,3.6,11.61,24150,1.4,7.64,8.46,10.26,13.98,17.55,15890,17600,21350,29090,36510,2006
13613,CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",39-0000,Personal care and service occupations,major,19360,5.7,11.71,24350,1.9,7.50,8.24,9.91,12.96,19.38,15600,17130,20620,26960,40320,2006
13637,CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",41-0000,Sales and related occupations,major,89730,1.7,17.73,36890,2.0,7.71,8.79,12.30,21.28,34.62,16030,18290,25590,44270,72010,2006
13657,CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",43-0000,Office and administrative support occupations,major,174690,1.4,16.36,34040,2.1,9.31,11.83,15.53,19.74,24.33,19350,24600,32310,41050,50600,2006
13710,CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",45-0000,"Farming, fishing, and forestry occupations",major,3950,7.7,11.05,22990,5.4,7.21,7.69,8.63,11.10,19.27,14990,16000,17940,23100,40080,2006
13720,CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",47-0000,Construction and extraction occupations,major,63110,2.5,21.75,45250,1.4,11.47,15.17,21.16,26.87,33.28,23860,31540,44020,55890,69230,2006
13760,CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",49-0000,"Installation, maintenance, and repair occupations",major,29980,3.0,19.82,41220,1.3,10.11,13.96,19.25,25.14,29.34,21040,29040,40050,52280,61040,2006
13797,CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",51-0000,Production occupations,major,32320,4.1,15.59,32420,1.5,8.49,10.28,13.92,19.05,25.45,17650,21370,28960,39610,52940,2006
13872,CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",53-0000,Transportation and material moving occupations,major,49290,3.2,14.38,29910,1.9,7.82,9.25,12.81,17.69,22.73,16270,19250,26640,36800,47280,2006
13904,CA,41500,"Salinas, CA",11-0000,Management occupations,major,6270,3.6,42.33,88040,1.7,19.49,26.71,37.68,52.56,#,40550,55550,78370,109330,#,2006
13931,CA,41500,"Salinas, CA",13-0000,Business and financial operations occupations,major,4830,7.0,28.77,59840,2.9,15.30,19.50,24.72,34.34,45.10,31820,40550,51410,71420,93810,2006
13953,CA,41500,"Salinas, CA",15-0000,Computer and mathematical occupations,major,1850,8.6,34.74,72270,3.2,17.90,25.07,33.35,43.96,55.32,37240,52140,69380,91430,115060,2006
13964,CA,41500,"Salinas, CA",17-0000,Architecture and engineering occupations,major,1120,12.6,31.01,64510,2.6,17.71,22.61,30.46,38.44,45.58,36830,47020,63350,79950,94810,2006
13975,CA,41500,"Salinas, CA",19-0000,"Life, physical, and social science occupations",major,1160,15.2,30.14,62680,8.9,12.32,15.36,26.24,38.33,54.53,25620,31940,54580,79730,113410,2006
13982,CA,41500,"Salinas, CA",21-0000,Community and social services occupations,major,**,**,22.48,46750,6.4,11.14,15.04,19.66,28.92,38.29,23170,31270,40880,60150,79650,2006
13995,CA,41500,"Salinas, CA",23-0000,Legal occupations,major,870,15.5,40.50,84230,6.3,17.26,23.00,34.98,54.54,#,35900,47830,72750,113450,#,2006
13999,CA,41500,"Salinas, CA",25-0000,"Education, training, and library occupations",major,11290,5.7,26.08,54240,6.5,10.92,17.09,24.21,32.21,43.94,22710,35540,50360,66990,91400,2006
14015,CA,41500,"Salinas, CA",27-0000,"Arts, design, entertainment, sports, and media occupations",major,2120,12.5,24.70,51380,5.0,11.99,15.52,21.00,30.57,45.16,24940,32280,43680,63590,93930,2006
14032,CA,41500,"Salinas, CA",29-0000,Healthcare practitioners and technical occupations,major,5880,10.2,37.62,78250,4.3,18.16,23.63,34.90,46.04,57.67,37780,49150,72600,95750,119960,2006
14059,CA,41500,"Salinas, CA",31-0000,Healthcare support occupations,major,3420,9.8,14.89,30980,4.5,9.07,10.46,13.63,17.89,22.17,18860,21760,28360,37210,46120,2006
14071,CA,41500,"Salinas, CA",33-0000,Protective service occupations,major,4960,8.9,25.85,53760,5.4,10.01,19.41,26.55,33.83,38.66,20820,40380,55220,70370,80410,2006
14079,CA,41500,"Salinas, CA",35-0000,Food preparation and serving related occupations,major,14420,1.9,9.84,20470,1.5,7.20,7.61,8.50,10.86,14.08,14970,15830,17680,22580,29280,2006
14096,CA,41500,"Salinas, CA",37-0000,Building and grounds cleaning and maintenance occupations,major,5910,5.3,12.02,25000,2.0,7.67,8.92,10.83,13.57,18.07,15950,18560,22520,28220,37590,2006
14104,CA,41500,"Salinas, CA",39-0000,Personal care and service occupations,major,2520,7.4,12.08,25120,4.7,7.45,8.41,10.00,12.71,19.37,15500,17480,20800,26430,40290,2006
14117,CA,41500,"Salinas, CA",41-0000,Sales and related occupations,major,15560,2.9,16.13,33550,3.2,7.63,8.55,10.91,18.17,29.77,15870,17770,22680,37800,61930,2006
14134,CA,41500,"Salinas, CA",43-0000,Office and administrative support occupations,major,21640,3.7,16.00,33270,1.4,8.94,11.51,15.16,19.75,24.09,18590,23940,31530,41080,50100,2006
14177,CA,41500,"Salinas, CA",45-0000,"Farming, fishing, and forestry occupations",major,24070,4.6,8.92,18550,1.4,7.24,7.60,8.27,9.05,11.06,15060,15800,17200,18830,23010,2006
14185,CA,41500,"Salinas, CA",47-0000,Construction and extraction occupations,major,6490,4.4,22.01,45780,2.1,11.74,15.49,21.83,27.80,33.63,24420,32230,45410,57810,69960,2006
14208,CA,41500,"Salinas, CA",49-0000,"Installation, maintenance, and repair occupations",major,4780,5.4,19.76,41100,2.3,11.08,13.50,18.92,24.68,30.65,23050,28090,39350,51330,63760,2006
14224,CA,41500,"Salinas, CA",51-0000,Production occupations,major,5690,7.0,14.48,30110,2.9,7.97,9.34,12.26,17.61,24.15,16580,19430,25500,36630,50230,2006
14256,CA,41500,"Salinas, CA",53-0000,Transportation and material moving occupations,major,10940,7.9,12.47,25940,2.7,7.41,8.24,10.61,15.30,20.34,15410,17140,22080,31830,42300,2006
14276,CA,41740,"San Diego-Carlsbad-San Marcos, CA",11-0000,Management occupations,major,71380,1.7,47.67,99150,0.8,19.86,29.13,42.88,61.19,#,41310,60590,89190,127280,#,2006
14309,CA,41740,"San Diego-Carlsbad-San Marcos, CA",13-0000,Business and financial operations occupations,major,64550,2.0,29.70,61780,1.6,15.59,20.49,27.15,35.85,46.62,32420,42610,56480,74560,96980,2006
14339,CA,41740,"San Diego-Carlsbad-San Marcos, CA",15-0000,Computer and mathematical occupations,major,36390,3.5,34.97,72730,1.2,18.55,25.04,33.96,43.97,54.09,38580,52090,70640,91470,112520,2006
14356,CA,41740,"San Diego-Carlsbad-San Marcos, CA",17-0000,Architecture and engineering occupations,major,34400,4.5,35.40,73630,1.8,19.55,25.97,34.05,43.57,53.49,40660,54010,70820,90630,111270,2006
14387,CA,41740,"San Diego-Carlsbad-San Marcos, CA",19-0000,"Life, physical, and social science occupations",major,21050,5.3,30.98,64430,3.6,14.94,19.75,27.63,39.02,54.22,31070,41090,57480,81150,112790,2006
14419,CA,41740,"San Diego-Carlsbad-San Marcos, CA",21-0000,Community and social services occupations,major,16260,3.3,20.90,43470,4.1,10.43,13.86,19.56,26.63,33.72,21680,28840,40680,55400,70140,2006
14435,CA,41740,"San Diego-Carlsbad-San Marcos, CA",23-0000,Legal occupations,major,10860,6.6,46.80,97350,7.1,17.37,23.70,37.61,65.03,#,36140,49290,78220,135270,#,2006
14442,CA,41740,"San Diego-Carlsbad-San Marcos, CA",25-0000,"Education, training, and library occupations",major,80550,3.1,25.70,53450,3.4,10.99,14.45,23.08,33.56,45.53,22860,30060,48010,69810,94690,2006
14487,CA,41740,"San Diego-Carlsbad-San Marcos, CA",27-0000,"Arts, design, entertainment, sports, and media occupations",major,20120,6.6,23.50,48870,2.9,9.40,13.46,19.69,28.19,39.44,19550,28000,40960,58640,82030,2006
14524,CA,41740,"San Diego-Carlsbad-San Marcos, CA",29-0000,Healthcare practitioners and technical occupations,major,51610,3.3,34.41,71570,2.0,15.73,21.98,31.40,40.17,55.66,32720,45730,65320,83550,115780,2006
14571,CA,41740,"San Diego-Carlsbad-San Marcos, CA",31-0000,Healthcare support occupations,major,26720,3.3,13.07,27180,1.5,8.84,10.17,12.43,15.13,18.79,18390,21150,25850,31470,39080,2006
14587,CA,41740,"San Diego-Carlsbad-San Marcos, CA",33-0000,Protective service occupations,major,27860,5.2,18.76,39020,6.9,8.07,9.64,14.13,27.33,35.58,16790,20050,29390,56850,74000,2006
14603,CA,41740,"San Diego-Carlsbad-San Marcos, CA",35-0000,Food preparation and serving related occupations,major,121600,1.6,9.36,19470,1.2,7.15,7.49,8.32,9.84,12.90,14870,15590,17300,20470,26830,2006
14621,CA,41740,"San Diego-Carlsbad-San Marcos, CA",37-0000,Building and grounds cleaning and maintenance occupations,major,46610,2.5,11.03,22950,1.4,7.52,8.26,9.86,12.65,16.70,15640,17190,20510,26310,34740,2006
14632,CA,41740,"San Diego-Carlsbad-San Marcos, CA",39-0000,Personal care and service occupations,major,33310,6.3,11.39,23700,1.3,7.41,8.20,9.78,12.63,18.23,15410,17050,20340,26260,37920,2006
14659,CA,41740,"San Diego-Carlsbad-San Marcos, CA",41-0000,Sales and related occupations,major,142350,1.4,18.10,37650,1.6,7.74,8.79,12.62,21.77,35.29,16100,18290,26260,45280,73400,2006
14679,CA,41740,"San Diego-Carlsbad-San Marcos, CA",43-0000,Office and administrative support occupations,major,229660,1.2,15.67,32590,0.9,9.04,11.26,14.66,19.12,23.71,18790,23420,30500,39760,49310,2006
14731,CA,41740,"San Diego-Carlsbad-San Marcos, CA",45-0000,"Farming, fishing, and forestry occupations",major,3320,13.4,10.42,21660,3.8,7.27,7.83,8.83,11.62,14.50,15120,16290,18360,24170,30160,2006
14738,CA,41740,"San Diego-Carlsbad-San Marcos, CA",47-0000,Construction and extraction occupations,major,82160,2.0,21.30,44300,1.1,11.49,14.90,20.25,26.88,33.47,23900,30990,42110,55900,69620,2006
14779,CA,41740,"San Diego-Carlsbad-San Marcos, CA",49-0000,"Installation, maintenance, and repair occupations",major,44170,3.1,20.57,42790,1.3,10.89,14.24,19.63,25.92,32.14,22650,29620,40840,53900,66850,2006
14814,CA,41740,"San Diego-Carlsbad-San Marcos, CA",51-0000,Production occupations,major,70860,2.7,14.72,30620,1.3,8.00,9.44,12.80,18.24,24.84,16650,19630,26610,37930,51660,2006
14900,CA,41740,"San Diego-Carlsbad-San Marcos, CA",53-0000,Transportation and material moving occupations,major,69210,3.1,13.32,27710,1.9,7.51,8.55,11.06,16.52,21.43,15630,17780,23000,34350,44570,2006
14930,CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",11-0000,Management occupations,major,68480,1.9,55.16,114730,1.1,23.20,34.74,51.12,#,#,48250,72270,106320,#,#,2006
14962,CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",13-0000,Business and financial operations occupations,major,65350,3.0,37.01,76980,1.8,18.85,24.27,32.38,43.84,61.21,39220,50470,67350,91190,127320,2006
14992,CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",15-0000,Computer and mathematical occupations,major,46350,4.2,42.65,88710,1.3,23.72,31.54,41.70,52.88,63.97,49350,65610,86730,109990,133050,2006
15008,CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",17-0000,Architecture and engineering occupations,major,19160,5.8,38.77,80630,1.9,22.22,28.09,36.71,46.95,59.43,46210,58420,76350,97650,123600,2006
15033,CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",19-0000,"Life, physical, and social science occupations",major,17280,12.9,36.88,76710,2.0,19.35,25.81,35.06,46.01,57.55,40250,53680,72920,95700,119710,2006
15061,CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",21-0000,Community and social services occupations,major,12780,5.9,22.48,46760,4.2,10.63,14.77,20.28,29.42,37.90,22110,30720,42170,61200,78830,2006
15075,CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",23-0000,Legal occupations,major,14330,2.8,53.72,111740,2.5,21.14,28.97,49.67,#,#,43970,60250,103310,#,#,2006
15083,CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",25-0000,"Education, training, and library occupations",major,53740,4.1,26.23,54570,3.5,11.83,16.01,23.41,33.08,43.89,24620,33290,48690,68810,91300,2006
15132,CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",27-0000,"Arts, design, entertainment, sports, and media occupations",major,22510,4.1,30.95,64370,2.4,12.36,18.82,27.36,38.46,53.94,25700,39140,56900,80000,112190,2006
15168,CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",29-0000,Healthcare practitioners and technical occupations,major,36250,3.3,38.51,80100,2.0,19.20,26.25,35.95,47.12,58.43,39940,54590,74780,98010,121540,2006
15211,CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",31-0000,Healthcare support occupations,major,16290,3.7,16.61,34550,2.7,9.55,11.99,15.59,20.68,25.80,19850,24940,32440,43020,53670,2006
15224,CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",33-0000,Protective service occupations,major,23580,4.4,22.83,47500,8.3,10.22,12.06,17.85,33.74,39.11,21250,25070,37120,70180,81350,2006
15236,CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",35-0000,Food preparation and serving related occupations,major,87940,1.7,10.85,22570,1.1,7.50,8.30,9.69,11.85,16.10,15600,17270,20150,24650,33500,2006
15255,CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",37-0000,Building and grounds cleaning and maintenance occupations,major,36230,2.9,13.28,27620,2.2,8.04,9.40,12.36,16.05,20.35,16730,19540,25710,33380,42330,2006
15265,CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",39-0000,Personal care and service occupations,major,25280,4.6,15.52,32280,4.9,8.29,9.71,12.40,17.27,27.84,17250,20200,25780,35920,57910,2006
15292,CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",41-0000,Sales and related occupations,major,102160,1.9,23.27,48410,2.4,8.39,10.34,15.69,27.25,49.73,17460,21510,32630,56690,103450,2006
15312,CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",43-0000,Office and administrative support occupations,major,176720,1.6,18.82,39140,0.7,10.34,13.57,17.99,22.83,28.39,21500,28220,37410,47490,59050,2006
15363,CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",45-0000,"Farming, fishing, and forestry occupations",major,950,28.4,12.45,25890,4.4,7.92,8.92,11.11,13.32,20.08,16470,18550,23100,27710,41770,2006
15368,CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",47-0000,Construction and extraction occupations,major,39060,3.7,26.59,55310,1.9,13.66,19.47,26.53,32.97,39.72,28410,40490,55190,68570,82610,2006
15401,CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",49-0000,"Installation, maintenance, and repair occupations",major,27890,3.4,24.29,50530,3.0,12.65,17.08,24.51,30.93,35.40,26300,35530,50990,64340,73630,2006
15434,CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",51-0000,Production occupations,major,31190,3.3,16.86,35080,2.5,8.42,10.13,14.35,21.03,29.62,17510,21060,29840,43740,61620,2006
15499,CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",53-0000,Transportation and material moving occupations,major,44460,3.1,17.91,37240,6.4,8.27,10.25,14.40,20.88,28.86,17200,21330,29960,43430,60040,2006
15525,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",11-0000,Management occupations,major,71670,3.0,61.21,127310,1.0,26.92,41.13,59.00,#,#,55990,85540,122710,#,#,2006
15556,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",13-0000,Business and financial operations occupations,major,49430,4.8,35.93,74740,1.3,19.48,25.19,33.23,43.76,55.90,40510,52400,69120,91020,116280,2006
15585,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",15-0000,Computer and mathematical occupations,major,70740,3.5,45.48,94590,1.4,25.66,33.97,44.56,55.80,67.71,53370,70660,92680,116070,140840,2006
15599,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",17-0000,Architecture and engineering occupations,major,55710,5.0,43.59,90670,1.2,23.31,31.35,42.17,54.64,66.86,48480,65200,87720,113650,139080,2006
15630,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",19-0000,"Life, physical, and social science occupations",major,12250,7.7,39.13,81380,2.8,20.21,26.20,34.97,49.48,67.15,42040,54500,72740,102910,139670,2006
15653,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",21-0000,Community and social services occupations,major,9190,4.3,23.73,49370,6.3,11.89,16.36,21.87,31.71,38.03,24730,34030,45490,65960,79100,2006
15666,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",23-0000,Legal occupations,major,7250,6.1,59.65,124070,4.8,21.57,29.85,55.63,#,#,44860,62080,115700,#,#,2006
15673,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",25-0000,"Education, training, and library occupations",major,48710,2.6,26.06,54210,3.2,12.02,16.23,23.35,34.34,44.01,25000,33770,48560,71420,91550,2006
15700,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",27-0000,"Arts, design, entertainment, sports, and media occupations",major,12450,6.3,30.19,62800,3.1,10.13,16.38,27.46,39.99,53.46,21080,34070,57120,83190,111210,2006
15732,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",29-0000,Healthcare practitioners and technical occupations,major,34970,4.3,41.31,85930,2.2,20.28,28.27,39.67,51.60,61.76,42180,58800,82520,107340,128460,2006
15777,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",31-0000,Healthcare support occupations,major,17010,4.2,16.67,34660,2.8,9.81,12.76,16.26,20.25,23.61,20400,26540,33820,42130,49110,2006
15790,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",33-0000,Protective service occupations,major,14590,4.2,22.27,46320,5.8,9.99,12.03,15.63,33.04,43.59,20780,25020,32520,68720,90660,2006
15804,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",35-0000,Food preparation and serving related occupations,major,61860,1.3,9.74,20260,1.1,7.20,7.64,8.54,10.68,14.08,14980,15900,17770,22210,29280,2006
15822,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",37-0000,Building and grounds cleaning and maintenance occupations,major,27370,7.7,12.69,26400,1.7,7.88,9.01,10.95,14.98,20.46,16400,18740,22780,31150,42560,2006
15831,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",39-0000,Personal care and service occupations,major,13260,6.8,13.85,28820,4.3,7.59,8.64,11.04,15.83,26.30,15790,17970,22960,32930,54710,2006
15853,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",41-0000,Sales and related occupations,major,92380,2.5,24.52,50990,2.6,8.21,10.09,16.61,32.62,54.01,17080,20980,34550,67850,112340,2006
15873,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",43-0000,Office and administrative support occupations,major,132220,2.0,19.12,39770,0.8,9.96,13.31,18.40,23.52,29.32,20710,27690,38270,48920,60990,2006
15921,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",45-0000,"Farming, fishing, and forestry occupations",major,2260,20.4,9.78,20350,7.0,7.06,7.42,8.63,10.68,14.77,14680,15430,17950,22220,30710,2006
15928,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",47-0000,Construction and extraction occupations,major,39700,3.8,25.63,53310,1.8,12.43,17.32,24.48,32.12,41.17,25850,36020,50920,66800,85640,2006
15965,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",49-0000,"Installation, maintenance, and repair occupations",major,25260,4.6,23.54,48950,1.3,12.31,16.58,22.71,29.58,35.51,25610,34490,47230,61530,73870,2006
